id,a,b,c,d,e,f,g,h,sex,age,region,l,job_title,education,marriage,children,property,r,employment_status,t,u,v,w,x
5694,0.0395777777777777,0.0395777777777777,9.36,178.13,0.1979222222222222,0.1979222222222222,5,0.0,Woman,26.916666666666668,b,17,NE employee,Higher education (one or more),Single/unmarried,1 One,property,No,No couple,Yes,No,No,No,No
43654,0.0950333333333333,0.0356375,14.97,285.03,0.9501,0.3562875,10,0.0,Woman,40.5,f,36,NE employee,Higher education (one or more),Married,1 One,property,No,Works,Yes,Yes,No,No,Yes
2762,0.0466571428571428,0.0311047619047619,105.94,424.06,0.6058,0.4038666666666666,13,0.01,Man,34.333333333333336,g,132,NE employee,Higher education (one or more),Married,1 One,property,No,Works,Yes,Yes,Yes,Yes,No
89215,0.0209130434782608,0.005465909090909,23.9,96.0,0.417391304347826,0.109090909090909,20,0.01,Woman,45.41666666666666,a,24,NE employee,Higher education (one or more),Married,0 Zero,otherwise,No,Works,Yes,Yes,No,No,Yes
24208,0.1597377049180328,0.0792195121951219,125.77,503.23,1.6499344262295084,0.818260162601626,13,1.99,Woman,63.333333333333336,a,96,Pensioner,Secondary education (plus special education),Married,0 Zero,property,No,Pensioner,No,No,No,Yes,No
64486,0.1145,0.092610294117647,157.42,629.78,0.5725272727272727,0.4630735294117646,5,0.0,Man,33.0,a,31,NE employee,Secondary education (plus special education),Married,1 One,property,No,Works,Yes,Yes,Yes,Yes,No
79029,0.223975,0.0639928571428571,112.02,447.98,1.11995,0.3199857142857143,5,0.0,Woman,44.91666666666666,g,72,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,Yes,No,No,Yes
50634,0.16065,0.16065,84.57,1606.43,1.60643,1.60643,10,0.0,Man,37.41666666666666,d,12,Enterpreneur,Secondary education (plus special education),Married,2 Two,property,No,Unemployed,Yes,Yes,No,No,Yes
59694,0.0964333333333333,0.0964333333333333,30.47,578.53,0.9642166666666666,0.9642166666666666,10,0.0,Woman,26.0,e,12,NE employee,Higher education (one or more),Single/unmarried,0 Zero,property,No,No couple,Yes,Yes,No,No,Yes
45658,0.16258,0.1016125,155.96,243.94,0.48788,0.304925,3,0.0,Woman,52.5,c,30,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,Yes,Yes,Yes,Yes
30304,0.0773870967741935,0.0773870967741935,30.01,119.98,0.3870322580645161,0.3870322580645161,5,0.0,Woman,56.66666666666666,a,12,Pensioner,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,Yes,Yes,Yes,Yes,No
28905,0.33276,0.1109199999999999,207.97,831.93,1.66386,0.55462,5,0.0,Man,52.66666666666666,g,96,Pensioner,Higher education (one or more),Married,0 Zero,property,No,Works,Yes,Yes,Yes,No,No
65183,0.2324181818181818,0.1597875,159.82,639.18,1.1621454545454544,0.798975,5,0.0,Man,55.5,a,96,NE employee,Secondary education (plus special education),Married,0 Zero,property,Yes,Pensioner,Yes,Yes,No,Yes,No
17092,0.2391428571428571,0.2391428571428571,214.11,334.89,0.4784142857142857,0.4784142857142857,2,0.0,Man,30.916666666666668,g,120,NE employee,Secondary education (plus special education),Married,2 Two,property,No,Unemployed,Yes,Yes,No,No,No
15048,0.1261727272727272,0.1261727272727272,80.4,1526.6,1.3878181818181818,1.3878181818181818,11,0.0,Man,31.416666666666668,e,60,NE employee,Higher education (one or more),Married,1 One,property,Yes,Unemployed,Yes,Yes,No,No,Yes
18400,0.2630384615384615,0.2630384615384615,18.02,341.98,1.3153076923076925,1.3153076923076925,5,0.0,Man,36.5,g,193,NE employee,Secondary education (plus special education),Cohabitation,2 Two,otherwise,No,No couple,No,Yes,Yes,Yes,Yes
54076,0.69532,0.69532,27.44,521.56,2.08624,2.08624,3,0.0,Man,46.333333333333336,b,30,NE employee,Secondary education (plus special education),Single/unmarried,0 Zero,property,No,No couple,Yes,Yes,No,Yes,Yes
35281,0.0624181818181818,0.027464,85.77,343.23,0.6240545454545455,0.274584,10,0.0,Man,32.916666666666664,f,60,NE employee,Secondary education (plus special education),Married,1 One,property,No,Works,No,Yes,No,No,Yes
16108,0.1059555555555555,0.0501894736842105,12.57,238.43,0.5298444444444445,0.2509789473684211,5,0.0,Woman,45.75,b,66,NE employee,Secondary education (plus special education),Married,1 One,property,No,Works,Yes,Yes,No,No,No
17498,0.1221285714285714,0.1221285714285714,22.51,427.48,0.6106857142857143,0.6106857142857143,5,0.0,Man,24.83333333333333,a,3,NE employee,Incomplete higher education,Single/unmarried,0 Zero,property,No,No couple,Yes,No,No,Yes,Yes
21476,0.1899666666666666,0.1036181818181818,17.99,342.01,0.5700166666666666,0.3109181818181818,3,0.0,Woman,40.75,b,199,NE employee,Secondary education (plus special education),Married,1 One,property,No,Works,Yes,Yes,No,Yes,No
69641,0.0526,0.0304526315789473,30.47,578.53,0.5259363636363636,0.3044894736842105,10,0.0,Man,40.91666666666666,b,4,NE employee,Secondary education (plus special education),Married,1 One,property,No,Works,Yes,No,No,Yes,Yes
87042,0.1945833333333333,0.1945833333333333,61.47,1167.53,0.9729416666666666,0.9729416666666666,5,0.0,Man,31.916666666666668,e,70,NE employee,Higher education (one or more),Single/unmarried,0 Zero,property,No,No couple,Yes,Yes,Yes,Yes,Yes
12381,0.0697875,0.0429461538461538,37.25,111.75,0.1396875,0.0859615384615384,2,0.0,Woman,46.083333333333336,c,240,NE employee,Secondary education (plus special education),Married,2 Two,property,No,Works,No,No,No,No,No
22274,0.3792571428571429,0.3792571428571429,27.95,531.05,0.7586428571428571,0.7586428571428571,2,0.0,Woman,55.083333333333336,g,54,Pensioner,Higher education (one or more),Divorced/widow,0 Zero,property,No,No couple,No,Yes,No,Yes,No
65961,0.1171678966789667,0.1171678966789667,317.46,1270.03,1.1716143911439114,1.1716143911439114,10,0.0,Man,28.75,e,24,NE employee,Secondary education (plus special education),Married,1 One,property,Yes,Unemployed,No,Yes,No,No,No
72257,0.0483875,0.02765,48.42,193.58,0.241975,0.1382714285714285,5,0.0,Woman,35.5,c,158,NE employee,Higher education (one or more),Married,2 Two,property,No,Works,No,Yes,No,Yes,No
37260,0.0146307692307692,0.0111882352941176,4.97,95.03,0.1462,0.1118,10,0.0,Man,29.25,g,36,NE employee,Secondary education (plus special education),Married,2 Two,otherwise,Yes,Works,Yes,Yes,Yes,Yes,No
34706,0.137075,0.0783285714285714,70.15,109.75,0.274375,0.1567857142857142,2,0.0,Woman,36.833333333333336,c,204,NE employee,Higher education (one or more),Married,2 Two,property,No,Works,No,Yes,No,No,No
65752,0.1113333333333333,0.1113333333333333,216.77,867.23,1.4453833333333337,1.4453833333333337,13,0.01,Woman,63.333333333333336,c,120,NE employee,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,No,No,No,No,No
30720,0.0502571428571428,0.0270615384615384,43.97,175.93,0.2513285714285714,0.1353307692307692,5,0.0,Woman,35.333333333333336,d,204,NE employee,Higher education (one or more),Married,1 One,property,No,Works,Yes,Yes,Yes,No,No
76528,0.0448999999999999,0.0249444444444444,22.48,67.42,0.13484,0.0749111111111111,3,0.0,Woman,32.666666666666664,g,103,NE employee,Secondary education (plus special education),Married,2 Two,property,No,Works,Yes,Yes,No,Yes,No
35326,0.3358666666666666,0.3358666666666666,87.54,1662.45,3.694333333333333,3.694333333333333,11,0.0,Man,37.0,g,12,NE employee,Secondary education (plus special education),Divorced/widow,1 One,property,No,No couple,Yes,Yes,No,No,Yes
26705,0.0390928571428571,0.0390928571428571,62.76,565.24,0.4037428571428571,0.4037428571428571,13,1.99,Man,42.25,e,180,NE employee,Secondary education (plus special education),Married,2 Two,property,No,Unemployed,Yes,Yes,No,Yes,Yes
68993,0.04006,0.032048,399.8,1599.2,0.7996,0.63968,20,0.01,Man,58.66666666666666,g,260,Pensioner,Higher education (one or more),Married,0 Zero,property,No,Works,Yes,Yes,No,Yes,No
69476,0.0608499999999999,0.0608499999999999,41.87,377.13,0.6285499999999999,0.6285499999999999,13,1.99,Man,27.666666666666668,f,6,NE employee,Secondary education (plus special education),Married,1 One,property,No,Unemployed,Yes,Yes,No,No,Yes
23199,0.08698,0.04349,49.85,449.15,0.8983,0.44915,13,1.99,Man,40.25,c,96,NE employee,Secondary education (plus special education),Cohabitation,1 One,property,No,No couple,Yes,Yes,No,Yes,Yes
44288,0.27199,0.27199,42.96,816.04,0.81604,0.81604,3,0.0,Man,33.166666666666664,c,168,NE employee,Secondary education (plus special education),Married,3 Three,property,Yes,Unemployed,Yes,Yes,No,No,Yes
19455,0.0989384615384615,0.0989384615384615,66.96,602.03,0.9262,0.9262,13,2.99,Man,33.833333333333336,e,73,NE employee,Secondary education (plus special education),Married,1 One,property,No,Works,Yes,Yes,No,No,No
79610,0.06556,0.0252153846153846,216.48,338.52,0.67704,0.2603999999999999,13,1.99,Woman,35.0,b,142,NE employee,Secondary education (plus special education),Married,2 Two,otherwise,Yes,Works,Yes,Yes,No,Yes,No
35310,0.0773,0.03865,57.99,231.91,0.46382,0.23191,6,0.0,Woman,35.0,f,60,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,Yes,No,No,Yes
20950,0.1018999999999999,0.0452888888888888,21.47,407.53,1.018825,0.452811111111111,10,0.0,Woman,57.16666666666666,g,24,Pensioner,Secondary education (plus special education),Married,0 Zero,property,Yes,Works,Yes,Yes,No,No,No
14132,0.1637375,0.1637375,130.99,524.01,0.6550125,0.6550125,4,0.0,Man,33.0,b,108,Head/Deputy head (division),Incomplete higher education,Single/unmarried,0 Zero,property,No,No couple,No,Yes,No,Yes,No
89164,0.0877166666666666,0.0404846153846153,65.82,263.18,0.4386333333333333,0.2024461538461538,5,0.0,Woman,35.166666666666664,e,48,Head/Deputy head (division),Secondary education (plus special education),Married,2 Two,otherwise,No,Works,Yes,Yes,No,No,Yes
57101,0.1200375,0.0873,307.02,480.18,0.600225,0.4365272727272727,5,0.0,Man,57.66666666666666,e,204,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Pensioner,Yes,No,No,Yes,No
29585,0.0473818181818181,0.0248190476190476,29.9,269.1,0.4892727272727273,0.2562857142857143,13,1.99,Woman,48.66666666666666,d,144,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,Yes,Yes,No,Yes
36173,0.1891333333333333,0.1207234042553191,11.95,227.05,0.3784166666666667,0.2415425531914893,2,0.0,Man,28.5,d,32,NE employee,Secondary education (plus special education),Married,2 Two,otherwise,No,Works,No,Yes,No,Yes,No
4119,0.2109111111111111,0.2109111111111111,247.8,932.1,2.071333333333333,2.071333333333333,13,2.49,Woman,26.08333333333333,f,4,NE employee,Secondary education (plus special education),Single/unmarried,1 One,property,No,No couple,Yes,No,No,No,No
18101,0.05613,0.05613,56.14,168.46,0.16846,0.16846,3,0.0,Man,22.916666666666668,f,1,NE employee,Higher education (one or more),Single/unmarried,0 Zero,otherwise,No,No couple,No,Yes,No,No,Yes
26971,0.1934571428571428,0.1934571428571428,77.73,699.27,1.9979142857142855,1.9979142857142855,13,1.99,Man,32.833333333333336,c,59,NE employee,Secondary education (plus special education),Single/unmarried,0 Zero,property,No,No couple,No,Yes,No,Yes,No
39504,0.0652571428571428,0.0652571428571428,152.27,456.73,0.6524714285714286,0.6524714285714286,10,0.0,Man,55.833333333333336,b,264,NE employee,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,Yes,No,No,No,Yes
9944,0.14398,0.0654454545454545,90.01,359.98,0.71996,0.3272545454545454,5,0.0,Woman,48.5,b,24,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,No,No,No,No
26494,0.14608125,0.14608125,233.74,701.26,0.4382875,0.4382875,3,0.0,Man,38.583333333333336,b,204,NE employee,Higher education (one or more),Single/unmarried,1 One,property,No,No couple,Yes,Yes,No,Yes,No
31097,0.0630625,0.04036,57.96,521.04,0.6513,0.416832,13,1.99,Man,34.083333333333336,d,30,Head/Deputy head (division),Secondary education (plus special education),Married,2 Two,property,No,Works,Yes,Yes,Yes,Yes,Yes
12809,0.1172666666666666,0.0270615384615384,43.97,175.93,0.5864333333333334,0.1353307692307692,5,0.0,Woman,32.25,c,126,NE employee,Higher education (one or more),Married,2 Two,property,No,Works,Yes,Yes,No,No,No
34156,0.07668,0.047925,44.02,395.98,0.79196,0.494975,13,1.99,Woman,27.83333333333333,d,84,Head/Deputy head (division),Higher education (one or more),Married,1 One,property,No,Works,Yes,Yes,Yes,No,Yes
70100,0.2637714285714285,0.18464,195.01,553.99,0.7914142857142857,0.55399,3,0.0,Man,50.583333333333336,d,168,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,Yes,No,No,No
25878,0.27355,0.10942,115.0,2184.0,5.46,2.184,20,0.01,Woman,30.166666666666668,a,124,NE employee,Higher education (one or more),Married,1 One,property,No,Works,Yes,Yes,No,Yes,No
60570,0.0731142857142857,0.0355416666666666,32.01,127.98,0.3656571428571428,0.17775,5,0.0,Man,32.583333333333336,c,2,NE employee,Secondary education (plus special education),Married,2 Two,property,Yes,Works,Yes,Yes,No,No,Yes
29181,1.007782608695652,0.2792650602409638,61.02,1158.98,5.0390434782608695,1.3963614457831326,5,0.0,Woman,58.083333333333336,e,96,Pensioner,Secondary education (plus special education),Married,0 Zero,property,No,Works,No,No,No,No,Yes
31418,0.1240999999999999,0.0413666666666666,37.24,111.76,0.3725333333333333,0.1241777777777777,3,0.0,Woman,32.166666666666664,g,24,NE employee,Secondary education (plus special education),Married,2 Two,property,No,Works,Yes,Yes,No,No,No
21593,0.1165777777777777,0.0361793103448275,69.97,209.93,0.2332555555555555,0.0723896551724137,2,0.0,Woman,48.25,c,218,Enterpreneur,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,Yes,No,Yes,No
9060,0.458,0.458,42.17,801.53,2.290085714285714,2.290085714285714,5,0.0,Woman,50.16666666666666,c,108,NE employee,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,Yes,Yes,No,Yes,No
23981,0.13294,0.0553916666666666,17.52,332.38,0.66476,0.2769833333333333,5,0.0,Woman,37.75,a,96,NE employee,Higher education (one or more),Married,2 Two,property,No,Works,Yes,Yes,No,No,Yes
88873,0.01044,0.01044,5.95,53.95,0.1079,0.1079,13,1.99,Man,39.083333333333336,d,48,NE employee,Secondary education (plus special education),Married,2 Two,property,Yes,Unemployed,Yes,Yes,No,Yes,Yes
59653,0.0724727272727272,0.03986,137.29,411.71,0.7485636363636363,0.4117099999999999,13,1.99,Man,55.333333333333336,a,242,NE employee,Secondary education (plus special education),Married,1 One,property,No,Works,Yes,Yes,No,Yes,No
48685,0.0660192307692307,0.033656862745098,85.77,343.23,0.6600576923076923,0.3365,10,0.0,Man,33.5,f,156,Head/Deputy head (division),Higher education (one or more),Married,2 Two,property,No,Works,Yes,Yes,Yes,Yes,Yes
16219,0.92512,0.4920851063829787,24.35,462.65,1.8506,0.9843617021276596,2,0.0,Woman,41.66666666666666,d,60,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,Yes,No,No,No
19938,0.2202259036144578,0.2202259036144578,146.24,438.76,0.6607831325301204,0.6607831325301204,3,0.0,Woman,59.833333333333336,e,24,Pensioner,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,Yes,Yes,No,No,No
6665,0.4077624999999999,0.2330071428571428,217.49,652.51,0.8156375,0.4660785714285714,2,0.0,Man,48.833333333333336,e,36,NE employee,Higher education (one or more),Married,1 One,property,Yes,Works,Yes,Yes,No,No,No
13687,0.1092708333333333,0.0380072463768116,27.57,524.43,1.0925625,0.3800217391304347,10,0.0,Woman,33.166666666666664,f,120,NE employee,Higher education (one or more),Married,2 Two,property,No,Works,No,Yes,No,No,Yes
252,0.1879692307692307,0.1879692307692307,0.0,1199.9,1.846,1.846,13,2.49,Woman,27.58333333333333,g,5,NE employee,Secondary education (plus special education),Divorced/widow,1 One,property,No,No couple,No,Yes,No,No,No
1753,0.0916,0.0916,0.0,269.9,0.8996666666666666,0.8996666666666666,13,2.49,Woman,37.91666666666666,c,96,NE employee,Secondary education (plus special education),Single/unmarried,2 Two,property,No,No couple,Yes,Yes,No,No,No
27247,0.3348333333333333,0.0913181818181818,26.42,502.28,1.6742666666666666,0.4566181818181818,5,0.0,Woman,41.91666666666666,b,36,NE employee,Secondary education (plus special education),Married,1 One,property,No,Works,Yes,No,No,No,Yes
13963,0.03999,0.03999,50.02,199.98,0.19998,0.19998,5,0.0,Man,33.916666666666664,d,68,Enterpreneur,Secondary education (plus special education),Divorced/widow,1 One,otherwise,Yes,No couple,Yes,Yes,Yes,Yes,No
42514,0.0621199999999999,0.0621199999999999,309.99,1240.0,1.24,1.24,20,0.01,Man,38.75,e,168,NE employee,Higher education (one or more),Married,2 Two,property,No,Unemployed,Yes,Yes,No,No,Yes
36886,0.1827692307692307,0.1827692307692307,0.0,1227.0,1.887692307692308,1.887692307692308,13,1.99,Man,35.5,c,36,NE employee,Higher education (one or more),Married,3 Three,property,No,Unemployed,Yes,Yes,Yes,No,Yes
25716,0.1228142857142857,0.0895520833333333,85.97,343.93,0.4913285714285714,0.3582604166666667,4,0.0,Man,36.333333333333336,a,120,NE employee,Secondary education (plus special education),Married,1 One,property,Yes,Works,Yes,Yes,No,Yes,No
14944,0.0801111111111111,0.0348870967741935,5.72,108.18,0.4006666666666666,0.1744838709677419,5,0.0,Woman,58.833333333333336,a,36,Pensioner,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,Yes,No,Yes,No
55059,0.6916562500000001,0.2405760869565217,34.94,664.06,2.0751875,0.7218043478260869,3,0.0,Woman,63.083333333333336,g,89,Pensioner,Higher education (one or more),Married,0 Zero,property,No,Pensioner,Yes,Yes,No,Yes,No
14995,0.519575,0.519575,259.82,1039.18,2.59795,2.59795,5,0.0,Man,31.5,a,60,NE employee,Higher education (one or more),Married,2 Two,property,No,Unemployed,Yes,Yes,No,No,No
70176,0.1867299999999999,0.1098411764705882,186.74,560.26,0.56026,0.3295647058823529,3,0.0,Woman,30.416666666666668,e,60,NE employee,Higher education (one or more),Married,0 Zero,property,Yes,Works,Yes,Yes,No,No,No
54529,0.37932,0.37932,29.95,569.05,1.1381,1.1381,3,0.0,Man,36.25,d,60,NE employee,Secondary education (plus special education),Married,3 Three,property,No,Unemployed,Yes,No,No,No,Yes
46879,0.051975,0.051975,26.01,103.98,0.25995,0.25995,5,0.0,Man,21.75,g,5,NE employee,Secondary education (plus special education),Single/unmarried,0 Zero,otherwise,No,No couple,Yes,Yes,No,No,No
11406,0.2422285714285714,0.1211142857142857,105.97,423.93,1.2112285714285715,0.6056142857142858,5,0.0,Woman,34.166666666666664,g,87,NE employee,Secondary education (plus special education),Married,2 Two,property,No,Works,Yes,Yes,No,Yes,No
41123,0.15895,0.07225,25.12,476.88,0.7948,0.3612727272727272,5,0.0,Woman,52.5,c,204,NE employee,Secondary education (plus special education),Cohabitation,0 Zero,property,No,No couple,Yes,Yes,No,No,Yes
18329,0.108775,0.0310785714285714,141.15,564.85,1.412125,0.4034642857142857,13,0.01,Woman,30.25,f,11,Head/Deputy head (division),Higher education (one or more),Married,0 Zero,otherwise,Yes,Works,No,Yes,No,Yes,Yes
50969,0.07075,0.0297894736842105,7.47,141.53,0.353825,0.148978947368421,5,0.0,Man,47.91666666666666,e,279,NE employee,Secondary education (plus special education),Married,1 One,property,Yes,Works,No,Yes,No,Yes,No
83729,0.19425,0.0597692307692307,20.47,388.53,0.971325,0.2988692307692308,5,0.0,Woman,34.666666666666664,d,180,NE employee,Higher education (one or more),Married,1 One,property,No,Works,Yes,Yes,No,No,Yes
89119,0.0372749999999999,0.0324130434782608,280.01,769.99,0.384995,0.3347782608695652,13,1.99,Man,30.25,e,17,Head/Deputy head (organiz.),Higher education (one or more),Married,1 One,property,No,Works,No,Yes,No,No,Yes
68066,0.4037555555555555,0.4037555555555555,241.51,908.48,2.0188444444444444,2.0188444444444444,5,0.0,Woman,32.833333333333336,a,12,NE employee,Secondary education (plus special education),Single/unmarried,0 Zero,otherwise,No,No couple,No,Yes,No,No,Yes
80370,0.1775,0.0760714285714285,0.0,1099.9,1.8331666666666668,0.7856428571428572,13,1.99,Man,54.5,e,48,NE employee,Secondary education (plus special education),Married,0 Zero,otherwise,No,Works,Yes,Yes,No,No,Yes
64375,0.0533111111111111,0.0533111111111111,30.01,119.98,0.2666222222222222,0.2666222222222222,5,0.0,Woman,31.33333333333333,g,49,Head/Deputy head (division),Secondary education (plus special education),Divorced/widow,2 Two,property,No,No couple,Yes,Yes,No,Yes,No
84912,0.022075,0.022075,116.61,182.39,0.2279874999999999,0.2279874999999999,13,1.99,Man,31.416666666666668,d,57,NE employee,Higher education (one or more),Married,0 Zero,property,No,Unemployed,Yes,Yes,No,Yes,No
12546,0.0688166666666666,0.04129,272.6,426.4,0.7106666666666667,0.4264,13,1.99,Man,35.166666666666664,a,84,NE employee,Higher education (one or more),Married,3 Three,property,No,Works,Yes,Yes,Yes,Yes,No
32272,0.3821777777777777,0.1810315789473684,171.99,516.01,1.1466888888888889,0.5431684210526315,3,0.0,Woman,53.41666666666666,e,412,NE employee,Secondary education (plus special education),Married,2 Two,property,No,Works,Yes,Yes,No,Yes,No
61932,0.07496,0.0249866666666666,37.49,112.51,0.22502,0.0750066666666666,3,0.0,Woman,37.333333333333336,d,36,Enterpreneur,Secondary education (plus special education),Married,2 Two,property,No,Works,Yes,Yes,No,Yes,No
38360,0.114,0.114,29.97,569.93,1.13986,1.13986,10,0.0,Woman,31.666666666666668,f,120,NE employee,Secondary education (plus special education),Divorced/widow,1 One,property,No,No couple,Yes,Yes,No,Yes,Yes
19298,0.1275142857142857,0.04463,55.82,223.18,0.6376571428571429,0.22318,5,0.0,Woman,25.666666666666668,g,12,NE employee,Higher education (one or more),Cohabitation,0 Zero,property,No,No couple,Yes,Yes,No,No,No
41414,0.10496,0.10496,52.49,157.51,0.3150199999999999,0.3150199999999999,3,0.0,Woman,40.41666666666666,c,252,NE employee,Secondary education (plus special education),Divorced/widow,2 Two,property,No,No couple,Yes,Yes,No,No,No
22729,0.04351,0.04351,54.42,217.58,0.21758,0.21758,5,0.0,Woman,47.66666666666666,e,48,Head/Deputy head (division),Higher education (one or more),Single/unmarried,0 Zero,property,Yes,No couple,Yes,Yes,No,No,No
61690,0.0569099999999999,0.0569099999999999,29.97,569.03,0.5690299999999999,0.5690299999999999,10,0.0,Woman,33.25,c,107,Enterpreneur,Secondary education (plus special education),Divorced/widow,1 One,property,No,No couple,Yes,Yes,No,Yes,Yes
13885,0.2125,0.2125,265.57,1062.43,2.12486,2.12486,10,0.0,Woman,40.333333333333336,f,42,NE employee,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,Yes,Yes,No,No,Yes
10400,0.18894,0.0858818181818181,108.35,975.65,1.9513,0.8869545454545454,13,1.99,Woman,25.916666666666668,d,72,NE employee,Higher education (one or more),Married,1 One,property,No,Works,Yes,No,No,No,No
14078,0.0666444444444444,0.0315684210526315,37.51,149.98,0.3332888888888888,0.1578736842105263,5,0.0,Woman,49.583333333333336,f,264,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,No,No,No,No
33009,0.1228285714285714,0.0661384615384615,0.0,888.0,1.2685714285714285,0.683076923076923,13,1.99,Man,58.083333333333336,b,216,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,No,No,No,Yes
67355,0.4963928571428572,0.2043970588235294,21.96,417.04,1.4894285714285715,0.6132941176470589,3,0.0,Woman,31.916666666666668,d,7,NE employee,Secondary education (plus special education),Married,2 Two,property,Yes,Works,Yes,No,Yes,No,Yes
804,0.2942817774715811,0.2942817774715811,0.0,839.0,2.890113675508095,2.890113675508095,13,2.49,Man,22.416666666666668,g,48,NE employee,Secondary education (plus special education),Married,1 One,property,No,Unemployed,Yes,Yes,No,No,No
30104,0.10973,0.054865,109.74,329.26,0.32926,0.16463,3,0.0,Woman,53.16666666666666,g,96,NE employee,Higher education (one or more),Married,0 Zero,property,No,Works,Yes,Yes,No,No,No
2832,0.2036333333333333,0.0872714285714285,0.0,599.9,1.9996666666666665,0.857,13,2.49,Woman,39.25,f,84,Head/Deputy head (division),Secondary education (plus special education),Married,1 One,property,No,Works,Yes,Yes,No,No,No
87616,0.48892,0.48892,122.24,366.76,1.46704,1.46704,3,0.0,Woman,60.5,c,60,Pensioner,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,Yes,Yes,No,Yes,Yes
61560,0.1577294117647058,0.1577294117647058,428.62,670.38,0.7886823529411765,0.7886823529411765,5,0.0,Man,33.25,d,124,NE employee,Higher education (one or more),Married,0 Zero,property,No,Unemployed,Yes,Yes,No,Yes,No
18492,0.047175,0.047175,249.26,389.74,0.487175,0.487175,13,1.99,Man,32.416666666666664,b,10,NE employee,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,No,No,No,Yes,No
24955,0.107575,0.107575,53.82,215.18,0.53795,0.53795,5,0.0,Man,27.416666666666668,c,65,NE employee,Secondary education (plus special education),Single/unmarried,0 Zero,property,No,No couple,Yes,Yes,No,No,No
47210,0.1001714285714285,0.0412470588235294,18.47,350.53,1.0015142857142856,0.4123882352941176,10,0.0,Woman,32.833333333333336,d,96,NE employee,Secondary education (plus special education),Married,3 Three,property,No,Works,Yes,Yes,No,No,Yes
59074,0.07006,0.07006,43.82,175.18,0.35036,0.35036,5,0.0,Woman,54.66666666666666,a,437,NE employee,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,Yes,Yes,No,Yes,No
19318,0.08152,0.08152,21.47,407.53,0.8150599999999999,0.8150599999999999,10,0.0,Woman,34.416666666666664,f,14,NE employee,Secondary education (plus special education),Single/unmarried,0 Zero,property,No,No couple,No,Yes,No,Yes,Yes
81029,0.1822,0.1822,0.0,1129.0,1.8816666666666664,1.8816666666666664,13,1.99,Woman,30.75,f,12,NE employee,Higher education (one or more),Single/unmarried,1 One,property,No,No couple,Yes,Yes,No,No,Yes
47810,0.2747014925373134,0.2747014925373134,48.42,920.28,1.3735522388059702,1.3735522388059702,5,0.0,Woman,33.5,b,48,NE employee,Secondary education (plus special education),Divorced/widow,2 Two,property,No,No couple,No,Yes,No,No,Yes
16136,0.1888333333333333,0.0911609195402298,506.96,793.03,1.8881666666666663,0.9115287356321838,10,0.0,Man,41.16666666666666,g,60,NE employee,Secondary education (plus special education),Married,More than 3,property,No,Works,Yes,Yes,No,Yes,No
35831,0.2872285714285714,0.20106,31.75,603.25,0.8617857142857143,0.60325,3,0.0,Man,40.333333333333336,g,192,NE employee,Higher education (one or more),Married,1 One,property,No,Works,Yes,Yes,No,No,Yes
64699,0.084,0.084,52.47,209.93,0.83972,0.83972,10,0.0,Man,47.083333333333336,f,67,NE employee,Secondary education (plus special education),Divorced/widow,0 Zero,property,No,No couple,Yes,Yes,No,Yes,No
41176,0.11416,0.07135,65.45,589.55,1.1790999999999998,0.7369374999999999,13,1.99,Man,52.25,d,180,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Works,Yes,Yes,No,No,Yes
31354,0.1704,0.1029890109890109,93.76,281.23,0.5113272727272727,0.309043956043956,3,0.0,Man,34.416666666666664,a,98,NE employee,Higher education (one or more),Married,2 Two,property,No,Works,Yes,Yes,No,Yes,No
63300,0.0634583333333333,0.0507666666666666,379.9,1520.0,1.2666666666666666,1.0133333333333334,20,0.01,Man,38.583333333333336,b,24,NE employee,Secondary education (plus special education),Married,2 Two,property,No,Works,Yes,Yes,No,No,No
76396,0.2369333333333333,0.2369333333333333,22.45,426.55,0.7109166666666666,0.7109166666666666,3,0.0,Man,55.083333333333336,g,132,NE employee,Secondary education (plus special education),Married,0 Zero,property,No,Unemployed,Yes,Yes,No,No,Yes
